Concept	Code	Source	Description
Percutaneous coronary intervention	1021165	CPT4	Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	1021164	CPT4	Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	1021163	CPT4	Percutaneous transluminal coronary angioplasty | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	0715T	CPT4	Percutaneous transluminal coronary lithotripsy (List separately in addition to code for primary procedure) | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	0659T	CPT4	Transcatheter intracoronary infusion of supersaturated oxygen in conjunction with percutaneous coronary revascularization during acute myocardial infarction, including catheter placement, imaging guidance (eg, fluoroscopy), angiography, and radiologic... | [Therapeutic or Preventive Procedure]
Percutaneous coronary intervention	0066	ICD9_procedures	Percutaneous transluminal coronary angioplasty [PTCA]
Percutaneous coronary intervention	1755	ICD9_procedures	Transluminal coronary atherectomy
Thrombolysis (coronary)	384694007	SNOMED	Injection of thrombolytic agent direct into coronary artery (procedure)
Thrombolysis (coronary)	61953007	SNOMED	Injection of thrombolytic agent direct into coronary artery (procedure)
Thrombolysis (coronary)	75761004	SNOMED	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty (procedure)
Thrombolysis (coronary)	80762004	SNOMED	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, multiple vessels (procedure)
Thrombolysis (coronary)	91338001	SNOMED	Infusion of intra-arterial thrombolytic agent with percutaneous transluminal coronary angioplasty, single vessel (procedure)
Thrombolysis (coronary)	384693001	SNOMED	Intracoronary artery thrombolytic infusion (procedure)
Thrombolysis (coronary)	432093004	SNOMED	Intravascular ultrasound thrombolysis using fluoroscopic guidance with contrast (procedure)
Thrombolysis (coronary)	232731009	SNOMED	Percutaneous thrombolysis of coronary artery (procedure)
Thrombolysis (coronary)	175071008	SNOMED	Percutaneous transluminal coronary thrombolysis using streptokinase (procedure)
Thrombolysis (coronary)	6026008	SNOMED	Removal of coronary artery obstruction by percutaneous transluminal balloon with thrombolytic agent (procedure)
Thrombolysis (coronary)	24080003	SNOMED	Single vessel percutaneous transluminal coronary angioplasty with thrombolytic agent infusion (procedure)
Thrombolysis (coronary)	K502	OPCS4	Percutaneous transluminal coronary thrombolysis using streptokinase
Thrombolysis (coronary)	92977	CPT4	Removal of heart artery blood clot by dissolving
Thrombolysis (coronary)	92975	CPT4	Removal of heart artery blood clot by dissolving using imaging guidance
Thrombolysis (coronary)	1012986	CPT4	Thrombolysis, coronary | [Therapeutic or Preventive Procedure]
Congenital heart disease	Z8774	ICD10	Personal history of (corrected) congenital malformations of heart and circulatory system
Congenital heart disease	Z877	ICD10	Personal history of (corrected) congenital malformations
Congenital heart disease	Q269	ICD10	Congenital malformation of great vein, unspecified
Congenital heart disease	Q268	ICD10	Other congenital malformations of great veins
Congenital heart disease	Q266	ICD10	Portal vein-hepatic artery fistula
Congenital heart disease	Q265	ICD10	Anomalous portal venous connection
Congenital heart disease	Q264	ICD10	Anomalous pulmonary venous connection, unspecified
Congenital heart disease	Q263	ICD10	Partial anomalous pulmonary venous connection
Congenital heart disease	Q262	ICD10	Total anomalous pulmonary venous connection
Congenital heart disease	Q261	ICD10	Persistent left superior vena cava
Congenital heart disease	Q260	ICD10	Congenital stenosis of vena cava
Congenital heart disease	Q259	ICD10	Congenital malformation of great arteries, unspecified
Congenital heart disease	Q258	ICD10	Other congenital malformations of other great arteries
Congenital heart disease	Q2579	ICD10	Other congenital malformations of pulmonary artery
Congenital heart disease	Q2572	ICD10	Congenital pulmonary arteriovenous malformation
Congenital heart disease	Q2571	ICD10	Coarctation of pulmonary artery
Congenital heart disease	Q257	ICD10	Other congenital malformations of pulmonary artery
Congenital heart disease	Q26	ICD10	Congenital malformations of great veins
Congenital heart disease	Q256	ICD10	Stenosis of pulmonary artery
Congenital heart disease	Q255	ICD10	Atresia of pulmonary artery
Congenital heart disease	Q2549	ICD10	Other congenital malformations of aorta
Congenital heart disease	Q2542	ICD10	Hypoplasia of aorta
Congenital heart disease	Q2541	ICD10	Absence and aplasia of aorta
Congenital heart disease	Q2540	ICD10	Congenital malformation of aorta unspecified
Congenital heart disease	Q254	ICD10	Other congenital malformations of aorta
Congenital heart disease	Q253	ICD10	Supravalvular aortic stenosis
Congenital heart disease	Q2529	ICD10	Other atresia of aorta
Congenital heart disease	Q2521	ICD10	Interruption of aortic arch
Congenital heart disease	Q252	ICD10	Atresia of aorta
Congenital heart disease	Q251	ICD10	Coarctation of aorta
Congenital heart disease	Q250	ICD10	Patent ductus arteriosus
Congenital heart disease	Q25	ICD10	Congenital malformations of great arteries
Congenital heart disease	Q249	ICD10	Congenital malformation of heart, unspecified
Congenital heart disease	Q248	ICD10	Other specified congenital malformations of heart
Congenital heart disease	Q246	ICD10	Congenital heart block
Congenital heart disease	Q245	ICD10	Malformation of coronary vessels
Congenital heart disease	Q244	ICD10	Congenital subaortic stenosis
Congenital heart disease	Q243	ICD10	Pulmonary infundibular stenosis
Congenital heart disease	Q242	ICD10	Cor triatriatum
Congenital heart disease	Q240	ICD10	Dextrocardia
Congenital heart disease	Q24	ICD10	Other congenital malformations of heart
Congenital heart disease	Q239	ICD10	Congenital malformation of aortic and mitral valves, unspecified
Congenital heart disease	Q238	ICD10	Other congenital malformations of aortic and mitral valves
Congenital heart disease	Q234	ICD10	Hypoplastic left heart syndrome
Congenital heart disease	Q233	ICD10	Congenital mitral insufficiency
Congenital heart disease	Q232	ICD10	Congenital mitral stenosis
Congenital heart disease	Q231	ICD10	Congenital insufficiency of aortic valve
Congenital heart disease	Q230	ICD10	Congenital stenosis of aortic valve
Congenital heart disease	Q23	ICD10	Congenital malformations of aortic and mitral valves
Congenital heart disease	Q229	ICD10	Congenital malformation of tricuspid valve, unspecified
Congenital heart disease	Q228	ICD10	Other congenital malformations of tricuspid valve
Congenital heart disease	Q226	ICD10	Hypoplastic right heart syndrome
Congenital heart disease	Q225	ICD10	Ebstein's anomaly
Congenital heart disease	Q224	ICD10	Congenital tricuspid stenosis
Congenital heart disease	Q223	ICD10	Other congenital malformations of pulmonary valve
Congenital heart disease	Q222	ICD10	Congenital pulmonary valve insufficiency
Congenital heart disease	Q221	ICD10	Congenital pulmonary valve stenosis
Congenital heart disease	Q220	ICD10	Pulmonary valve atresia
Congenital heart disease	Q22	ICD10	Congenital malformations of pulmonary and tricuspid valves
Congenital heart disease	Q219	ICD10	Congenital malformation of cardiac septum, unspecified
Congenital heart disease	Q218	ICD10	Other congenital malformations of cardiac septa
Congenital heart disease	Q214	ICD10	Aortopulmonary septal defect
Congenital heart disease	Q213	ICD10	Tetralogy of Fallot
Congenital heart disease	Q2123	ICD10	Complete atrioventricular septal defect
Congenital heart disease	Q2122	ICD10	Transitional atrioventricular septal defect
Congenital heart disease	Q2121	ICD10	Partial atrioventricular septal defect
Congenital heart disease	Q2120	ICD10	Atrioventricular septal defect, unspecified as to partial or complete
Congenital heart disease	Q212	ICD10	Atrioventricular septal defect
Congenital heart disease	Q2119	ICD10	Other specified atrial septal defect
Congenital heart disease	Q2116	ICD10	Sinus venosus atrial septal defect, unspecified
Congenital heart disease	Q2115	ICD10	Inferior sinus venosus atrial septal defect
Congenital heart disease	Q2114	ICD10	Superior sinus venosus atrial septal defect
Congenital heart disease	Q2113	ICD10	Coronary sinus atrial septal defect
Congenital heart disease	Q2111	ICD10	Secundum atrial septal defect
Congenital heart disease	Q2110	ICD10	Atrial septal defect, unspecified
Congenital heart disease	Q211	ICD10	Atrial septal defect
Congenital heart disease	Q210	ICD10	Ventricular septal defect
Congenital heart disease	Q21	ICD10	Congenital malformations of cardiac septa
Congenital heart disease	Q209	ICD10	Congenital malformation of cardiac chambers and connections, unspecified
Congenital heart disease	Q208	ICD10	Other congenital malformations of cardiac chambers and connections
Congenital heart disease	Q206	ICD10	Isomerism of atrial appendages
Congenital heart disease	Q205	ICD10	Discordant atrioventricular connection
Congenital heart disease	Q204	ICD10	Double inlet ventricle
Congenital heart disease	Q203	ICD10	Discordant ventriculoarterial connection
Congenital heart disease	Q202	ICD10	Double outlet left ventricle
Congenital heart disease	Q201	ICD10	Double outlet right ventricle
Congenital heart disease	Q200	ICD10	Common arterial trunk
Congenital heart disease	Q20	ICD10	Congenital malformations of cardiac chambers and connections
Congenital heart disease	I2783	ICD10	Eisenmenger's syndrome
Congenital heart disease	V1365	ICD9	Personal history of (corrected) congenital malformations of heart and circulatory system
Congenital heart disease	7469	ICD9	Unspecified congenital anomaly of heart
Congenital heart disease	74689	ICD9	Other specified congenital anomalies of heart
Congenital heart disease	74686	ICD9	Congenital heart block
Congenital heart disease	74682	ICD9	Cor triatriatum
